Make,Model,Cylinder,Transmission,CityMPG,HighwayMPG,CombinedMPG,Air Aspir Method,Air Aspiration Method Desc,Transmission,Trans Desc,Drive,Drive Desc,Fuel,Fuel Usage Desc - Conventional Fuel,Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class,Carline Class Desc,Release Date,CityCO2,HighwayCO2,CombinedCO2
BMW,428i xDrive Gran Coupe,4,Auto(S8),22,32,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,2014-06-01,402,273,344
BMW,435i Coupe,6,Auto(S8),21,32,25,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2300,2300,4,Compact Cars,2014-07-25,423,278,358
BMW,435i Coupe,6,Manual(M6),20,30,24,TC,Turbocharged,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,4,Compact Cars,2014-07-23,441,296,376
BMW,435i Gran Coupe,6,Auto(S8),21,32,25,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2300,2300,4,Compact Cars,2014-04-10,423,278,358
BMW,435i xDrive Coupe,6,Auto(S8),20,30,24,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2400,2400,4,Compact Cars,2014-07-24,444,294,377
BMW,435i xDrive Coupe,6,Manual(M6),20,28,23,TC,Turbocharged,M,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2500,2500,4,Compact Cars,2014-07-25,457,315,393
BMW,435i xDrive Gran Coupe,6,Auto(S8),20,31,24,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2400,2400,4,Compact Cars,2014-06-01,444,292,375
BMW,640i Gran Coupe,6,Auto(S8),20,31,24,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,4,Compact Cars,2014-04-10,443,288,374
BMW,640i xDrive Gran Coupe,6,Auto(S8),20,29,23,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2500,2500,4,Compact Cars,2014-04-10,448,302,382
BMW,650i Gran Coupe,8,Auto(S8),17,25,20,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2850,2850,4,Compact Cars,2014-04-17,505,360,440
BMW,650i xDrive Gran Coupe,8,Auto(S8),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,4,Compact Cars,2014-04-17,566,369,477
BMW,Alpina B6 Gran Coupe xDrive,8,Auto(S8),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,4,Compact Cars,2014-04-17,566,369,477
BMW,M3,6,Auto(AM-S7),17,24,19,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,4,Compact Cars,2014-06-01,533,367,459
BMW,M3,6,Manual(M6),17,26,20,TC,Turbocharged,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,4,Compact Cars,2014-06-01,520,340,439
BMW,M4 Coupe,6,Auto(AM-S7),17,24,19,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3000,3000,4,Compact Cars,2014-06-01,533,367,459
BMW,M4 Coupe,6,Manual(M6),17,26,20,TC,Turbocharged,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,4,Compact Cars,2014-06-01,520,340,439
BMW,M6 Gran Coupe,8,Auto(AM-S7),14,20,16,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3550,3550,4,Compact Cars,2014-05-09,652,435,554
BMW,M6 Gran Coupe,8,Manual(M6),15,22,17,TC,Turbocharged,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,3350,4,Compact Cars,2014-05-09,605,409,517
BMW,528i,4,Auto(S8),23,34,27,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2100,2100,5,Midsize Cars,2014-04-04,391,265,334
BMW,528i xDrive,4,Auto(S8),22,33,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,5,Midsize Cars,2014-07-18,400,267,340
BMW,535i,6,Auto(S8),20,31,24,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,5,Midsize Cars,2014-07-22,443,288,374
BMW,535i xDrive,6,Auto(S8),20,29,23,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2500,2500,5,Midsize Cars,2014-07-22,448,302,382
BMW,550i,8,Auto(S8),17,25,20,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2850,2850,5,Midsize Cars,2014-08-01,505,356,438
BMW,550i xDrive,8,Auto(S8),16,25,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,5,Midsize Cars,2014-07-28,543,361,461
BMW,M5,8,Auto(AM-S7),14,20,16,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3550,3550,5,Midsize Cars,2014-06-01,652,435,554
BMW,M5,8,Manual(M6),15,22,17,TC,Turbocharged,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,3350,5,Midsize Cars,2014-06-02,605,409,517
BMW,328i xDrive Gran Turismo,4,Auto(S8),22,33,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,6,Large Cars,2014-07-18,400,267,340
BMW,335i xDrive Gran Turismo,6,Auto(S8),20,30,24,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2400,2400,6,Large Cars,2014-07-24,444,294,377
BMW,550i xDrive Gran Turismo,8,Auto(S8),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,2014-07-28,566,369,477
BMW,740Ld xDrive,6,Auto(S8),23,31,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",2150,2150,6,Large Cars,2014-04-15,436,328,387
BMW,750i,8,Auto(S8),17,25,20,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2850,2850,6,Large Cars,2014-08-01,505,356,438
BMW,750i xDrive,8,Auto(S8),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,2014-07-28,566,369,477
BMW,750Li xDrive,8,Auto(S8),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,2014-07-28,566,369,477
BMW,Alpina B7 LWB xDrive,8,Auto(S8),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,2014-07-28,566,369,477
BMW,Alpina B7 SWB xDrive,8,Auto(S8),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,2014-07-28,566,369,477
BMW,X1 sDrive28i,4,Auto(S8),23,34,27,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2100,2100,6,Large Cars,2014-04-04,391,265,334
BMW,X1 xDrive28i,4,Auto(S8),22,32,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,6,Large Cars,2014-04-01,403,274,345
BMW,X1 xDrive35i,6,Auto(S6),18,27,21,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,6,Large Cars,2014-04-01,496,334,423
BMW,328i xDrive Sports Wagon,4,Auto(S8),22,33,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,7,Small Station Wagons,2014-07-18,400,267,340
BMW,X3 sDrive 28i,4,Auto(S8),21,28,24,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,30,Small SUV 2WD,2014-04-01,419,315,372
BMW,X3 xDrive28d,4,Auto(S8),27,34,30,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1900,1900,31,Small SUV 4WD,2014-04-18,374,299,340
BMW,X3 xDrive28i,4,Auto(S8),21,28,24,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-04-01,419,315,372
BMW,X3 xDrive35i,6,Auto(S8),19,26,21,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,31,Small SUV 4WD,2014-04-01,473,343,415
BMW,X4 xDrive28i,4,Auto(S8),20,28,23,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2500,2500,31,Small SUV 4WD,2014-06-27,445,313,386
BMW,X4 xDrive35i,6,Auto(S8),19,27,22,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2600,2600,31,Small SUV 4WD,2014-06-26,479,333,413
Bugatti,Veyron,16,Auto(AM-S7),8,15,10,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),5700,5700,1,Two Seaters,2014-05-23,1050,599,847
Buick,VERANO,4,Auto(S6),21,30,24,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,4,Compact Cars,2014-05-30,431,297,371
Buick,VERANO,4,Manual(M6),20,31,24,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,4,Compact Cars,2014-05-30,437,286,369
Buick,VERANO,4,Auto(S6),21,32,25,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,4,Compact Cars,2014-07-10,418,277,355
Buick,LACROSSE,4,Auto(S6),25,36,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-05-30,362,246,310
Buick,LACROSSE,6,Auto(S6),18,28,21,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,5,Midsize Cars,2014-05-30,499,318,417
Buick,LACROSSE,6,Auto(S6),18,28,21,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,5,Midsize Cars,2014-05-30,493,317,422
Buick,LACROSSE AWD,6,Auto(S6),17,26,20,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,5,Midsize Cars,2014-05-30,524,344,443
Buick,REGAL,4,Auto(S6),21,30,24,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,5,Midsize Cars,2014-05-31,431,297,371
Buick,REGAL,4,Manual(M6),20,31,24,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,5,Midsize Cars,2014-05-31,437,286,369
Buick,REGAL,4,Auto(S6),25,36,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-05-30,362,246,310
Buick,REGAL,4,Auto(S6),19,31,23,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,5,Midsize Cars,2014-06-05,455,285,379
Buick,REGAL AWD,4,Auto(S6),19,27,22,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,2014-05-31,468,328,405
Buick,ENCLAVE FWD,6,Auto(A6),17,24,19,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2750,2750,32,Standard SUV 2WD,2014-05-30,538,375,465
Buick,ENCLAVE AWD,6,Auto(A6),16,22,18,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-05-30,551,404,494
Cadillac,ATS,4,Auto(S6),21,30,24,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2200,2200,4,Compact Cars,2014-06-30,419,301,366
Cadillac,ATS,4,Manual(M6),19,30,23,TC,Turbocharged,M,Manual,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2300,2300,4,Compact Cars,2014-05-31,459,299,387
Cadillac,ATS,4,Auto(S6),21,33,25,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2100,2100,4,Compact Cars,2014-07-05,418,273,353
Cadillac,ATS,6,Auto(S6),18,28,22,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2400,4,Compact Cars,2014-05-31,484,319,410
Cadillac,ATS AWD,4,Auto(S6),20,28,23,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,4,Compact Cars,2014-06-30,436,321,384
Cadillac,ATS AWD,6,Auto(S6),18,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,4,Compact Cars,2014-05-31,483,336,417
Cadillac,CTS,8,Auto(S6),12,18,14,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),4050,4050,5,Midsize Cars,2014-06-06,760,499,643
Cadillac,CTS,8,Manual(M6),14,19,16,SC,Supercharged,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3550,3550,5,Midsize Cars,2014-06-06,635,476,564
Cadillac,CTS SEDAN,4,Auto(S6),20,30,24,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2200,2200,5,Midsize Cars,2014-07-31,435,295,372
Cadillac,CTS SEDAN,6,Auto(S8),16,24,18,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3150,3150,5,Midsize Cars,2014-06-15,568,374,481
Cadillac,CTS SEDAN,6,Auto(S8),18,29,22,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,2014-06-30,483,310,405
Cadillac,CTS SEDAN AWD,4,Auto(S6),19,28,22,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,2014-07-09,468,321,404
Cadillac,CTS SEDAN AWD,6,Auto(S6),18,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,5,Midsize Cars,2014-05-31,483,336,417
Cadillac,XTS,6,Auto(S6),18,28,21,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,6,Large Cars,2014-05-30,499,318,417
Cadillac,XTS AWD,6,Auto(S6),16,24,19,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,6,Large Cars,2014-05-30,558,373,475
Cadillac,XTS AWD,6,Auto(S6),17,26,20,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,6,Large Cars,2014-07-18,519,338,437
Cadillac,XTS HEARSE,6,Auto(S6),14,21,17,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),3100,3100,17,Special Purpose Vehicle 2WD,2014-05-30,625,432,538
Cadillac,XTS LIMO,6,Auto(S6),14,21,17,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),3100,3100,17,Special Purpose Vehicle 2WD,2014-05-30,614,424,528
Cadillac,ESCALADE 2WD,8,Auto(A6),15,21,17,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3100,3100,32,Standard SUV 2WD,2014-01-15,609,428,527
Cadillac,ESCALADE ESV 2WD,8,Auto(A6),15,21,17,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3100,3100,32,Standard SUV 2WD,2014-01-15,609,428,527
Cadillac,SRX,6,Auto(S6),17,24,19,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2750,2750,32,Standard SUV 2WD,2014-05-30,536,370,461
Cadillac,ESCALADE 4WD,8,Auto(A6),14,21,16,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),3300,3300,33,Standard SUV 4WD,2014-01-15,635,431,555
Cadillac,ESCALADE ESV 4WD,8,Auto(A6),14,20,16,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),3300,3300,33,Standard SUV 4WD,2014-01-15,634,443,548
Cadillac,SRX AWD,6,Auto(S6),16,23,18,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-05-30,556,391,482
Chevrolet,CORVETTE,8,Manual(M7),17,29,21,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2700,2700,1,Two Seaters,2014-07-10,517,310,424
Chevrolet,SPARK,4,Auto(AV),30,39,34,NA,Naturally Aspirated,CVT,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1550,1550,3,Subcompact Cars,2014-04-30,293,230,264
Chevrolet,SPARK,4,Manual(M5),31,39,34,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1550,1550,3,Subcompact Cars,2014-04-30,285,226,258
Chevrolet,CAMARO,6,Auto(A6),19,30,22,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2400,2400,4,Compact Cars,2014-06-30,477,298,397
Chevrolet,CAMARO,6,Auto(S6),18,27,21,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2500,2500,4,Compact Cars,2014-06-30,504,332,427
Chevrolet,CAMARO,6,Manual(M6),17,28,20,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2600,2600,4,Compact Cars,2014-06-30,528,320,434
Chevrolet,CAMARO,8,Auto(S6),15,24,18,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,4,Compact Cars,2014-06-15,575,368,482
Chevrolet,CAMARO,8,Auto(S6),12,18,14,SC,Supercharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),4050,4050,4,Compact Cars,2014-06-30,760,499,643
Chevrolet,CAMARO,8,Manual(M6),16,24,19,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2750,2750,4,Compact Cars,2014-06-30,567,373,479
Chevrolet,CAMARO,8,Manual(M6),14,19,16,SC,Supercharged,M,Manual,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3300,3300,4,Compact Cars,2014-06-30,628,469,557
Chevrolet,CAMARO,8,Manual(M6),14,19,16,SC,Supercharged,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3550,3550,4,Compact Cars,2014-06-30,635,476,564
Chevrolet,CAMARO,8,Manual(M6),13,19,15,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,4,Compact Cars,2014-06-15,680,463,582
Chevrolet,SONIC,4,Auto(S6),27,37,31,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,4,Compact Cars,2014-05-30,330,243,291
Chevrolet,SONIC,4,Manual(M6),29,40,33,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,1600,4,Compact Cars,2014-06-30,310,223,271
Chevrolet,SONIC,4,Auto(S6),25,35,28,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,4,Compact Cars,2014-06-30,362,252,312
Chevrolet,SONIC,4,Manual(M5),26,35,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,4,Compact Cars,2014-06-30,338,255,301
Chevrolet,SONIC RS,4,Auto(S6),25,33,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,4,Compact Cars,2014-05-30,356,269,317
Chevrolet,SONIC RS,4,Manual(M6),27,34,30,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,4,Compact Cars,2014-06-30,327,261,298
Chevrolet,CRUZE,4,Auto(S6),26,38,30,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,2014-05-30,344,236,296
Chevrolet,CRUZE,4,Manual(M6),26,38,30,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,2014-05-30,340,236,293
Chevrolet,CRUZE,4,Auto(S6),22,35,27,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,5,Midsize Cars,2014-05-30,397,254,333
Chevrolet,CRUZE,4,Manual(M6),25,36,29,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-05-30,342,247,299
Chevrolet,MALIBU,4,Auto(S6),21,30,24,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,5,Midsize Cars,2014-05-30,431,297,371
Chevrolet,MALIBU,4,Auto(S6),25,36,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-05-07,351,247,307
Chevrolet,SONIC 5,4,Auto(S6),27,37,31,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,2014-05-30,330,243,291
Chevrolet,SONIC 5,4,Manual(M6),29,40,33,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,1600,5,Midsize Cars,2014-06-30,310,223,271
Chevrolet,SONIC 5,4,Auto(S6),25,35,28,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,2014-06-30,362,252,312
Chevrolet,SONIC 5,4,Manual(M5),26,35,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,2014-06-30,338,255,301
Chevrolet,SONIC 5 RS,4,Auto(S6),25,33,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,2014-05-30,356,269,317
Chevrolet,SONIC 5 RS,4,Manual(M6),27,34,30,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,2014-06-30,327,261,298
Chevrolet,IMPALA,4,Auto(S6),22,31,25,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2100,2100,6,Large Cars,2014-05-07,404,287,355
Chevrolet,IMPALA,6,Auto(S6),18,28,21,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,6,Large Cars,2014-05-30,499,318,417
Chevrolet,IMPALA,6,Auto(S6),19,29,22,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2400,2400,6,Large Cars,2014-05-30,472,309,399
Chevrolet,IMPALA LIMITED,6,Auto(A6),18,30,22,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2400,2400,6,Large Cars,2014-05-30,498,299,408
Chevrolet,SS,8,Auto(S6),14,21,17,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3100,3100,6,Large Cars,2014-07-31,633,422,538
